Time,FV,TY
2/7/2017 19:00,118.171875,125.046875
2/7/2017 20:00,118.171875,125.0625
2/7/2017 21:00,118.2109375,125.109375
2/7/2017 22:00,118.234375,125.171875
2/7/2017 23:00,118.2109375,125.140625
2/8/2017 0:00,118.1875,125.09375
2/8/2017 1:00,118.1796875,125.0625
2/8/2017 2:00,118.1640625,125.03125
2/8/2017 3:00,118.1484375,125
2/8/2017 4:00,118.203125,125.125
2/8/2017 5:00,118.15625,125.0625
2/8/2017 6:00,118.15625,125.078125
2/8/2017 7:00,118.1796875,125.109375
2/8/2017 8:00,118.28125,125.28125
2/8/2017 9:00,118.28125,125.28125
2/8/2017 10:00,118.421875,125.484375
2/8/2017 11:00,118.390625,125.421875
2/8/2017 12:00,118.40625,125.484375
2/8/2017 13:00,118.4296875,125.546875
2/8/2017 14:00,118.28125,125.28125
2/8/2017 15:00,118.34375,125.375
2/8/2017 16:00,118.3984375,125.46875
2/8/2017 17:00,118.40625,125.46875
2/8/2017 19:00,118.390625,125.4375
2/8/2017 20:00,118.3671875,125.40625
2/8/2017 21:00,118.3515625,125.375
2/8/2017 22:00,118.359375,125.359375
2/8/2017 23:00,118.3515625,125.375
2/9/2017 1:00,118.328125,125.328125
2/9/2017 2:00,118.28125,125.234375
2/9/2017 3:00,118.2578125,125.203125
2/9/2017 4:00,118.265625,125.203125
2/9/2017 5:00,118.28125,125.203125
2/9/2017 6:00,118.2578125,125.203125
2/9/2017 7:00,118.2421875,125.171875
2/9/2017 8:00,118.2578125,125.1875
2/9/2017 9:00,118.2421875,125.171875
2/9/2017 10:00,118.234375,125.140625
2/9/2017 11:00,118.1796875,125.078125
2/9/2017 12:00,118.1328125,125
2/9/2017 13:00,118.15625,125.03125
2/9/2017 14:00,118.109375,124.96875
2/9/2017 15:00,118.0703125,124.921875
2/9/2017 16:00,118.078125,124.890625
2/9/2017 17:00,118.0859375,124.90625
2/9/2017 19:00,118.046875,124.859375
2/9/2017 20:00,118.015625,124.796875
2/9/2017 21:00,118.015625,124.796875
2/9/2017 22:00,118,124.78125
2/9/2017 23:00,118.015625,124.78125
2/10/2017 0:00,118.0078125,124.78125
2/10/2017 1:00,118.0078125,124.78125
2/10/2017 2:00,118.015625,124.8125
2/10/2017 3:00,117.9921875,124.734375
2/10/2017 4:00,118.0390625,124.828125
2/10/2017 5:00,118,124.75
2/10/2017 6:00,118.0078125,124.765625
2/10/2017 7:00,118.0078125,124.78125
2/10/2017 8:00,117.984375,124.71875
2/10/2017 9:00,117.9765625,124.6875
2/10/2017 10:00,117.9765625,124.6875
2/10/2017 11:00,117.96875,124.703125
2/10/2017 12:00,118.0390625,124.84375
2/10/2017 13:00,118.0078125,124.796875
